OBJECTID,CATEGORY,NUM_SPACES,SUBCATEGORY,SOURCE_DATE,SOURCE,PARKING_ACCESS,STREET,PARKINGONSTREETID,PARKING_COST,CREATE_DATE,UPDATE_DATE,PAYMENT_METHOD,MAX_RATE,HOURS,DAYS,OWNERSHIP,WARDID,PLANNINGCOMMUNITYID,STATUS,Shape__Area,Shape__Length
2074,PARKING,1,ON STREET,12/12/2011 12:43:59 PM,INFRASTRUCTURE SERVICES - PARKING,PUBLIC,YOUNG ST,8164, ,5/1/2015 1:32:01 PM,4/12/2017 1:59:44 PM,METERED,,,,KITCHENER,10,2,ACTIVE,5.925048828125,12.1708491187592
2075,PARKING,2,ON STREET,12/12/2011 12:43:59 PM,INFRASTRUCTURE SERVICES - PARKING,PUBLIC,ROY ST,8177, ,5/4/2015 9:55:06 AM,5/1/2017 3:44:58 PM,METERED,,,,KITCHENER,10,2,ACTIVE,28.12939453125,27.9472776703725
2077,PARKING,1,ON STREET,12/12/2011 12:43:59 PM,INFRASTRUCTURE SERVICES - PARKING,PUBLIC,ROY ST,8165, ,5/1/2015 1:48:04 PM,5/1/2017 3:44:58 PM,METERED,,,,KITCHENER,10,2,ACTIVE,18.668212890625,20.1947666292056
2078,PARKING,2,ON STREET,12/12/2011 12:43:59 PM,INFRASTRUCTURE SERVICES - PARKING,PUBLIC,ONTARIO ST N,8166,30 MINS FREE,5/1/2015 1:58:13 PM,4/12/2017 1:59:44 PM, ,,,,KITCHENER,10,1,ACTIVE,33.60205078125,30.6917208023577
2079,PARKING,2,ON STREET,12/12/2011 12:44:42 PM,INFRASTRUCTURE SERVICES - PARKING,PUBLIC,KING ST W,8167,2 HOURS FREE,5/1/2015 3:18:41 PM,4/12/2017 1:59:44 PM, ,,,,KITCHENER,9,1,ACTIVE,19.904541015625,29.5149068147767
2081,PARKING,3,ON STREET,3/22/2013 4:46:47 PM,INFRASTRUCTURE SERVICES - PARKING,PUBLIC,COLLEGE ST,8172,30 MINS FREE,5/4/2015 9:49:01 AM,4/12/2017 1:59:44 PM, ,,,,KITCHENER,10,1,ACTIVE,39.373046875,45.1042818667021
2082,PARKING,3,ON STREET,11/6/2012 3:18:52 PM,INFRASTRUCTURE SERVICES - PARKING,PUBLIC,KING ST E,2100,2 HOURS FREE,7/2/2003 3:08:06 PM,4/12/2017 1:59:44 PM, ,,,,KITCHENER,10,1,ACTIVE,52.118276710622,48.7315136144669
2083,PARKING,8,ON STREET,11/6/2012 3:18:52 PM,INFRASTRUCTURE SERVICES - PARKING,PUBLIC,KING ST E,8168,2 HOURS FREE,5/1/2015 4:36:25 PM,4/12/2017 1:59:44 PM, ,,,,KITCHENER,10,1,ACTIVE,136.361117862165,121.313695554065
2366,PARKING,1,ON STREET,12/14/2011 1:38:37 PM,INFRASTRUCTURE SERVICES - PARKING,PUBLIC,FRANCIS ST N,10392,2 HOURS FREE,5/1/2017 9:49:15 AM,5/1/2017 9:51:48 AM,,,,,KITCHENER,10,1,ACTIVE,11.14013671875,14.5146339315207
2369,PARKING,1,ON STREET,12/13/2011 11:57:26 AM,INFRASTRUCTURE SERVICES - PARKING,PUBLIC,AHRENS ST W,10412, ,5/1/2017 3:30:10 PM,5/1/2017 3:44:58 PM,METERED,,,,KITCHENER,10,2,ACTIVE,16.49267578125,18.5027803466802
2370,PARKING,1,ON STREET,12/12/2011 12:43:59 PM,INFRASTRUCTURE SERVICES - PARKING,PUBLIC,ROY ST,10413, ,5/1/2017 3:42:19 PM,5/1/2017 3:44:58 PM,METERED,,,,KITCHENER,10,2,ACTIVE,18.66796875,20.1947666310161
2371,PARKING,1,ON STREET,12/12/2011 12:43:59 PM,INFRASTRUCTURE SERVICES - PARKING,PUBLIC,ROY ST,10414, ,5/1/2017 3:43:50 PM,5/1/2017 3:44:58 PM,METERED,,,,KITCHENER,10,2,ACTIVE,18.66845703125,20.1947666292056
2372,PARKING,2,ON STREET,12/12/2011 12:43:59 PM,INFRASTRUCTURE SERVICES - PARKING,PUBLIC,ROY ST,10415, ,5/1/2017 4:07:18 PM,5/1/2017 4:10:59 PM,METERED,,,,KITCHENER,10,2,ACTIVE,26.987548828125,27.0123336510786
2373,PARKING,1,ON STREET,12/12/2011 12:43:59 PM,INFRASTRUCTURE SERVICES - PARKING,PUBLIC,ROY ST,10492, ,5/9/2017 9:37:39 AM,5/9/2017 9:37:39 AM,METERED,,,,KITCHENER,10,2,ACTIVE,16.818359375,18.6717677678947
2374,PARKING,2,ON STREET,12/12/2011 12:43:59 PM,INFRASTRUCTURE SERVICES - PARKING,PUBLIC,ROY ST,10416, ,5/1/2017 4:10:11 PM,5/1/2017 4:10:59 PM,METERED,,,,KITCHENER,10,2,ACTIVE,29.2138671875,28.8449841460208
